全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
122033,,市川市,平田小学校,ヒラタショウガッコウ,,,,,,122033,,千葉県市川市平田3丁目28-1,千葉県,市川市,平田3丁目,28-1,,35.72452598,139.918255,,,(047)379-6761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/hirata-sho,,,
122033,,市川市,鬼高小学校,オニタカショウガッコウ,,,,,,122033,,千葉県市川市鬼高2丁目13-5,千葉県,市川市,鬼高2丁目,13-5,,35.71416266,139.9373166,,,(047)335-0304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/onitaka-sho,,,
122033,,市川市,菅野小学校,スガノショウガッコウ,,,,,,122033,,千葉県市川市菅野6丁目14-1,千葉県,市川市,菅野6丁目,14-1,,35.73415369,139.9163969,,,(047)324-5955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/sugano-sho,,,
122033,,市川市,行徳小学校,ギョウトクショウガッコウ,,,,,,122033,,千葉県市川市富浜1丁目1-40,千葉県,市川市,富浜1丁目,1-40,,35.69289579,139.9232919,,,(047)357-3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/gyoutoku-sho,,,
122033,,市川市,信篤小学校,シントクショウガッコウ,,,,,,122033,,千葉県市川市原木2丁目16-1,千葉県,市川市,原木2丁目,16-1,,35.69815584,139.9437047,,,(047)328-0165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/shintoku-sho,,,
122033,,市川市,稲荷木小学校,トウカギショウガッコウ,,,,,,122033,,千葉県市川市稲荷木1丁目14-1,千葉県,市川市,稲荷木1丁目,14-1,,35.71133833,139.9215544,,,(047)376-5961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/toukagi-sho,,,
122033,,市川市,南行徳小学校,ミナミギョウトクショウガッコウ,,,,,,122033,,千葉県市川市欠真間1丁目6-38,千葉県,市川市,欠真間1丁目,6-38,,35.68052716,139.9016351,,,(047)357-3126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/sgyoutoku-sho,,,
122033,,市川市,鶴指小学校,ツルサシショウガッコウ,,,,,,122033,,千葉県市川市大和田4丁目11-1,千葉県,市川市,大和田4丁目,11-1,,35.71827007,139.915754,,,(047)379-3588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/tsurusashi-sho,,,
122033,,市川市,宮久保小学校,ミヤクボショウガッコウ,,,,,,122033,,千葉県市川市宮久保5丁目７-1,千葉県,市川市,宮久保5丁目,７-1,,35.7366839,139.9432273,,,(047)371-2747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/miyakubo-sho,,,
122033,,市川市,二俣小学校,フタマタショウガッコウ,,,,,,122033,,千葉県市川市二俣6７8,千葉県,市川市,二俣,6７8,,35.69696547,139.9573505,,,(047)328-0105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/futamata-sho,,,
122033,,市川市,中国分小学校,ナカコクブンショウガッコウ,,,,,,122033,,千葉県市川市中国分1丁目22-1,千葉県,市川市,中国分1丁目,22-1,,35.75373279,139.9153847,,,(047)371-7886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/ckokubun-sho,,,
122033,,市川市,曽谷小学校,ソヤショウガッコウ,,,,,,122033,,千葉県市川市曽谷７丁目18-1,千葉県,市川市,曽谷７丁目,18-1,,35.74727101,139.9270145,,,(047)371-7888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/soya-sho,,,
122033,,市川市,大町小学校,オオマチショウガッコウ,,,,,,122033,,千葉県市川市大町84-10,千葉県,市川市,大町,84-10,,35.77159286,139.9568099,,,(047)337-3610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/ohmachi-sho,,,
122033,,市川市,北方小学校,キタカタショウガッコウ,,,,,,122033,,千葉県市川市北方町4丁目1356-1,千葉県,市川市,北方町4丁目,1356-1,,35.73253247,139.9457145,,,(047)339-1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/kitakata-sho,,,
122033,,市川市,新浜小学校,ニイハマショウガッコウ,,,,,,122033,,千葉県市川市行徳駅前4丁目5-1,千葉県,市川市,行徳駅前4丁目,5-1,,35.6800923,139.9159179,,,(047)395-5331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/niihama-sho,,,
122033,,市川市,百合台小学校,ユリダイショウガッコウ,,,,,,122033,,千葉県市川市曽谷6丁目10-1,千葉県,市川市,曽谷6丁目,10-1,,35.73983601,139.9265055,,,(047)374-1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/yuridai-sho,,,
122033,,市川市,富美浜小学校,フミハマショウガッコウ,,,,,,122033,,千葉県市川市南行徳2丁目3-1,千葉県,市川市,南行徳2丁目,3-1,,35.67132899,139.9047556,,,(047)396-2522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/fumihama-sho,,,
122033,,市川市,柏井小学校,カシワイショウガッコウ,,,,,,122033,,千葉県市川市柏井町1丁目1149-1,千葉県,市川市,柏井町1丁目,1149-1,,35.73980908,139.9667114,,,(047)337-8877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/kashiwai-sho,,,
122033,,市川市,大洲小学校,オオスショウガッコウ,,,,,,122033,,千葉県市川市大洲4丁目18-1,千葉県,市川市,大洲4丁目,18-1,,35.72372311,139.9069174,,,(047)370-0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/ohsu-sho,,,
122033,,市川市,幸小学校,サイワイショウガッコウ,,,,,,122033,,千葉県市川市幸1丁目11-1,千葉県,市川市,幸1丁目,11-1,,35.68102148,139.9298989,,,(047)396-0770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/saiwai-sho,,,
122033,,市川市,新井小学校,アライショウガッコウ,,,,,,122033,,千葉県市川市新井1丁目18-13,千葉県,市川市,新井1丁目,18-13,,35.6740444,139.8901033,,,(047)357-1722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/arai-sho,,,
122033,,市川市,南新浜小学校,ミナミニイハマショウガッコウ,,,,,,122033,,千葉県市川市新浜1丁目26-1,千葉県,市川市,新浜1丁目,26-1,,35.67453872,139.9162385,,,(047)396-9731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/sniihama-sho,,,
122033,,市川市,大野小学校,オオノショウガッコウ,,,,,,122033,,千葉県市川市南大野1丁目42-1,千葉県,市川市,南大野1丁目,42-1,,35.74229358,139.9503423,,,(047)338-3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/ohno-sho,,,
122033,,市川市,塩焼小学校,シオヤキショウガッコウ,,,,,,122033,,千葉県市川市塩焼5丁目9-8,千葉県,市川市,塩焼5丁目,9-8,,35.68434995,139.9306016,,,(047)397-1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/shioyaki-sho,,,
122033,,市川市,稲越小学校,イナゴシショウガッコウ,,,,,,122033,,千葉県市川市稲越3丁目21-8,千葉県,市川市,稲越3丁目,21-8,,35.75421049,139.9237317,,,(047)373-8401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/inagoshi-sho,,,
122033,,市川市,塩浜学園,シオハマガクエン,,,,,,122033,,千葉県市川市塩浜4丁目5-1,千葉県,市川市,塩浜4丁目,5-1,,35.66444698,139.9145559,,,(047)397-4421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/shiohama,,,
122033,,市川市,大和田小学校,オオワダショウガッコウ,,,,,,122033,,千葉県市川市大和田1丁目1-3,千葉県,市川市,大和田1丁目,1-3,,35.71756636,139.9220324,,,(047)378-5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/ohwada-sho,,,
122033,,市川市,福栄小学校,フクエイショウガッコウ,,,,,,122033,,千葉県市川市南行徳2丁目2-1,千葉県,市川市,南行徳2丁目,2-1,,35.67199027,139.9066497,,,(047)397-8115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/fukuei-sho,,,
122033,,市川市,妙典小学校,ミョウデンショウガッコウ,,,,,,122033,,千葉県市川市妙典2丁目14-2,千葉県,市川市,妙典2丁目,14-2,,35.69632455,139.9293885,,,(047)399-5891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/myouden-sho,,,
122033,,市川市,第一中学校,ダイイチチュウガッコウ,,,,,,122033,,千葉県市川市国府台2丁目７-1,千葉県,市川市,国府台2丁目,７-1,,35.7448798,139.9017683,,,(047)371-6045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/dai1-chu,,,
122033,,市川市,第二中学校,ダイニチュウガッコウ,,,,,,122033,,千葉県市川市須和田2丁目34-1,千葉県,市川市,須和田2丁目,34-1,,35.73915036,139.9140943,,,(047)371-6188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/dai2-chu,,,
122033,,市川市,第三中学校,ダイサンチュウガッコウ,,,,,,122033,,千葉県市川市曽谷3丁目2-1,千葉県,市川市,曽谷3丁目,2-1,,35.74048808,139.9322367,,,(047)371-7341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/dai3-chu,,,
122033,,市川市,第四中学校,ダイヨンチュウガッコウ,,,,,,122033,,千葉県市川市中山1丁目11-1,千葉県,市川市,中山1丁目,11-1,,35.72216503,139.9460965,,,(047)335-3431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/dai4-chu,,,
122033,,市川市,第五中学校,ダイゴチュウガッコウ,,,,,,122033,,千葉県市川市大野町3丁目1993,千葉県,市川市,大野町3丁目,1993,,35.75278125,139.9567884,,,(047)337-8344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/dai5-chu,,,
122033,,市川市,第六中学校,ダイロクチュウガッコウ,,,,,,122033,,千葉県市川市鬼高3丁目16-1,千葉県,市川市,鬼高3丁目,16-1,,35.71127834,139.9363868,,,(047)370-0535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/dai6-chu,,,
122033,,市川市,第七中学校,ダイナナチュウガッコウ,,,,,,122033,,千葉県市川市末広1丁目1-48,千葉県,市川市,末広1丁目,1-48,,35.68632223,139.9166252,,,(047)357-3183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/dai7-chu,,,
122033,,市川市,第八中学校,ダイハチチュウガッコウ,,,,,,122033,,千葉県市川市大和田4丁目9-1,千葉県,市川市,大和田4丁目,9-1,,35.7194807,139.9146814,,,(047)370-1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/dai8-chu,,,
122033,,市川市,下貝塚中学校,シモカイヅカチュウガッコウ,,,,,,122033,,千葉県市川市下貝塚3丁目13-1,千葉県,市川市,下貝塚3丁目,13-1,,35.73986646,139.9455446,,,(047)371-8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/shimokai-chu,,,
122033,,市川市,高谷中学校,コウヤチュウガッコウ,,,,,,122033,,千葉県市川市高谷162７-4,千葉県,市川市,高谷,162７-4,,35.69468183,139.9449612,,,(047)328-0211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/kouya-chu,,,
122033,,市川市,福栄中学校,フクエイチュウガッコウ,,,,,,122033,,千葉県市川市福栄3丁目4-1,千葉県,市川市,福栄3丁目,4-1,,35.67358675,139.9096033,,,(047)396-0701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/fukuei-chu,,,
122033,,市川市,東国分中学校,ヒガシコクブンチュウガッコウ,,,,,,122033,,千葉県市川市東国分3丁目5-1,千葉県,市川市,東国分3丁目,5-1,,35.74896163,139.9226432,,,(047)371-5963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/ekokubun-chu,,,
122033,,市川市,大洲中学校,オオスチュウガッコウ,,,,,,122033,,千葉県市川市大洲4丁目21-5,千葉県,市川市,大洲4丁目,21-5,,35.72136764,139.9072905,,,(047)378-5783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/ohsu-chu,,,
122033,,市川市,塩浜学園,シオハマガクエン,,,,,,122033,,千葉県市川市塩浜4丁目5-1,千葉県,市川市,塩浜4丁目,5-1,,35.6644438,139.9145559,,,(047)397-4421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/shiohama,,,
122033,,市川市,南行徳中学校,ミナミギョウトクチュウガッコウ,,,,,,122033,,千葉県市川市南行徳2丁目2-2,千葉県,市川市,南行徳2丁目,2-2,,35.67105833,139.9070336,,,(047)397-5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/sgyoutoku-chu,,,
122033,,市川市,妙典中学校,ミョウデンチュウガッコウ,,,,,,122033,,千葉県市川市妙典5丁目22-1,千葉県,市川市,妙典5丁目,22-1,,35.68844575,139.9332811,,,(047)395-5811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/myouden-chu,,,
122033,,市川市,須和田の丘支援学校,スワダノオカシエンガッコウ,,,,,,122033,,千葉県市川市須和田2丁目34-1,千葉県,市川市,須和田2丁目,34-1,,35.73833683,139.9133655,,,(047)371-2258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/suwada,,,
122033,,市川市,須和田の丘支援学校稲越校舎,スワダノオカシエンガッコウイナコシコウシャ,,,,,,122033,,千葉県市川市稲越3丁目21-8,千葉県,市川市,稲越3丁目,21-8,,35.75420628,139.9237372,,,(047)373-9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ichikawa-school.ed.jp/suwada,,,
122033,,市川市,少年自然の家,ショウネンシゼンノイエ,,,,,,122033,,千葉県市川市大町280-4,千葉県,市川市,大町,280-4,,35.7660,139.9662,,,047-337-0533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/edu16/index2.html,,,
122033,,市川市,市川考古博物館,イチカワコウコハクブツカン,,,,,,122033,,千葉県市川市堀之内2丁目26-1,千葉県,市川市,堀之内2丁目,26-1,,35.7590,139.9121,,,(047)373-2202　,,,,,,,,火水木金土日,9:00,16:30,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/edu14/1111000001.html,,,
122033,,市川市,市川歴史博物館,イチカワレキシハクブツカン,,,,,,122033,,千葉県市川市堀之内2丁目27-1,千葉県,市川市,堀之内2丁目,27-1,,35.7598,139.9115,,,(047)373-6351　,,,,,,,,火水木金土日,9:00,16:30,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/edu15/1111000005.html,,,
122033,,市川市,市川自然博物館,イチカワシゼンハクブツカン,,,,,,122033,,千葉県市川市大町284,千葉県,市川市,大町,284,,35.7642,139.9659,,,(047)339-0477,,,,,,,,火水木金土日,9:30,16:30,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.chiba.jp/shisetsu/haku/,,,
122033,,市川市,行徳野鳥観察舎あいねすと,ギョウトクヤチョウカンサツシャアイネスト,,あいねすと,,,,122033,,千葉県市川市福栄4-22-11,千葉県,市川市,福栄,4-22-11,,35.66853381,139.9157826,,,(047)702-8045,,,,,,,,火水木金土日,9:00,17:00,,,,,,,,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/env09/1111000028.html,,,
122033,,市川市,第一中学校・国府台小学校院内学級,ダイイチチュウガッコウ・コウノダイショウガッコウインナイガッキュウ,,,,,,122033,,千葉県市川市国府台1丁目7-5,千葉県,市川市,国府台1丁目,7-5,,35.74620902,139.9061629,,,(047)372-7850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,大町第一団地,オオマチダイイチダンチ,,,,,,122033,,千葉県市川市大町95,千葉県,市川市,大町,95,,35.77277847,139.9577092,,,047-383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,大町第二団地,オオマチダイニダンチ,,,,,,122033,,千葉県市川市大町124,千葉県,市川市,大町,124,,35.7746256,139.9616189,,,047-383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,大町第三団地,オオマチダイサンダンチ,,,,,,122033,,千葉県市川市大町124,千葉県,市川市,大町,124,,35.77383697,139.9633635,,,047-383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,南大野団地,ミナミオオノダンチ,,,,,,122033,,千葉県市川市南大野2丁目2７-13,千葉県,市川市,南大野2丁目,2７-13,,35.74726864,139.9520083,,,047-383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,柏井第一団地,カシワイダイイチダンチ,,,,,,122033,,千葉県市川市柏井町2丁目1344,千葉県,市川市,柏井町2丁目,1344,,35.74097333,139.9617704,,,047-383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,柏井第二団地,カシワイダイニダンチ,,,,,,122033,,千葉県市川市柏井町2丁目７54,千葉県,市川市,柏井町2丁目,７54,,35.74425582,139.9647701,,,(047)383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,柏井第三団地,カシワイダイサンダンチ,,,,,,122033,,千葉県市川市柏井町2丁目1358,千葉県,市川市,柏井町2丁目,1358,,35.74008675,139.9624402,,,(047)383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,奉免団地,ホウメンダンチ,,,,,,122033,,千葉県市川市奉免町310,千葉県,市川市,奉免町,310,,35.73953556,139.9570374,,,(047)383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,北方第一団地,キタカタダイイチダンチ,,,,,,122033,,千葉県市川市北方町4丁目1996,千葉県,市川市,北方町4丁目,1996,,35.73315786,139.9544935,,,(047)383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,北方第二団地,キタカタダイニダンチ,,,,,,122033,,千葉県市川市北方町4丁目2008-4,千葉県,市川市,北方町4丁目,2008-4,,35.7326403,139.9568836,,,(047)383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,曽谷第一団地,ソヤダイイチダンチ,,,,,,122033,,千葉県市川市曽谷2丁目７-1,千葉県,市川市,曽谷2丁目,７-1,,35.74521426,139.9359224,,,(047)383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,曽谷第二団地,ソヤダイニダンチ,,,,,,122033,,千葉県市川市曽谷1丁目3７-5,千葉県,市川市,曽谷1丁目,3７-5,,35.7444857,139.9333459,,,(047)383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,曽谷第三団地,ソヤダイサンダンチ,,,,,,122033,,千葉県市川市曽谷2丁目31-20,千葉県,市川市,曽谷2丁目,31-20,,35.74887681,139.9343736,,,(047)383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,曽谷第四団地,ソヤダイヨンダンチ,,,,,,122033,,千葉県市川市曽谷5丁目20,千葉県,市川市,曽谷5丁目,20,,35.74907805,139.9286835,,,(047)383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,宮久保団地,ミヤクボダンチ,,,,,,122033,,千葉県市川市宮久保2丁目24-20,千葉県,市川市,宮久保2丁目,24-20,,35.73930693,139.9345242,,,(047)383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,東菅野団地,ヒガシスガノダンチ,,,,,,122033,,千葉県市川市東菅野3丁目12-18,千葉県,市川市,東菅野3丁目,12-18,,35.73058312,139.9354366,,,(047)383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,平田団地,ヒラタダンチ,,,,,,122033,,千葉県市川市平田1丁目1７-10,千葉県,市川市,平田1丁目,1７-10,,35.72496308,139.9200961,,,(047)383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,稲荷木団地,トウカギダンチ,,,,,,122033,,千葉県市川市稲荷木3丁目2-8,千葉県,市川市,稲荷木3丁目,2-8,,35.7094026,139.9207339,,,(047)383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,原木団地,バラキダンチ,,,,,,122033,,千葉県市川市原木3丁目3-1,千葉県,市川市,原木3丁目,3-1,,35.70415782,139.9484787,,,(047)383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
122033,,市川市,行徳駅前団地,ギョウトクエキマエダンチ,,,,,,122033,,千葉県市川市行徳駅前1丁目21-1,千葉県,市川市,行徳駅前1丁目,21-1,,35.6851418,139.9146867,,,(047)383-9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.city.ichikawa.lg.jp/wel08/1111000001.html,,,
